Index;Absolute_Orbit;Time_From_ANX;yyyy-mm-dd;hh:mm:ss.sss;Lon;Lat;Duration;Zone
0;9135;1596.721436;2026-01-06;01:16:42.330;-143.685136;74.727846;109.0;Inuvik
1;9135;1597.721436;2026-01-06;01:16:43.330;-143.802003;74.670472;109.0;Inuvik
2;9135;1598.721436;2026-01-06;01:16:44.330;-143.918163;74.613056;109.0;Inuvik
3;9135;1599.721436;2026-01-06;01:16:45.330;-144.033479;74.555581;109.0;Inuvik
4;9135;1600.721436;2026-01-06;01:16:46.330;-144.147961;74.498046;109.0;Inuvik
5;9135;1601.721436;2026-01-06;01:16:47.330;-144.261617;74.440452;109.0;Inuvik
6;9135;1602.721436;2026-01-06;01:16:48.330;-144.374506;74.382808;109.0;Inuvik
7;9135;1603.721436;2026-01-06;01:16:49.330;-144.486675;74.325117;109.0;Inuvik
8;9135;1604.721436;2026-01-06;01:16:50.330;-144.598042;74.267370;109.0;Inuvik
9;9135;1605.721436;2026-01-06;01:16:51.330;-144.708615;74.209566;109.0;Inuvik
10;9135;1606.721436;2026-01-06;01:16:52.330;-144.818400;74.151707;109.0;Inuvik
11;9135;1607.721436;2026-01-06;01:16:53.330;-144.927510;74.093806;109.0;Inuvik
12;9135;1608.721436;2026-01-06;01:16:54.330;-145.035886;74.035855;109.0;Inuvik
13;9135;1609.721436;2026-01-06;01:16:55.330;-145.143497;73.977850;109.0;Inuvik
14;9135;1610.721436;2026-01-06;01:16:56.330;-145.250352;73.919792;109.0;Inuvik
15;9135;1611.721436;2026-01-06;01:16:57.330;-145.356473;73.861683;109.0;Inuvik
16;9135;1612.721436;2026-01-06;01:16:58.330;-145.461975;73.803537;109.0;Inuvik
17;9135;1613.721436;2026-01-06;01:16:59.330;-145.566743;73.745339;109.0;Inuvik
18;9135;1614.721436;2026-01-06;01:17:00.330;-145.670782;73.687090;109.0;Inuvik
19;9135;1615.721436;2026-01-06;01:17:01.330;-145.774101;73.628791;109.0;Inuvik
20;9135;1616.721436;2026-01-06;01:17:02.330;-145.876771;73.570449;109.0;Inuvik
21;9135;1617.721436;2026-01-06;01:17:03.330;-145.978806;73.512067;109.0;Inuvik
22;9135;1618.721436;2026-01-06;01:17:04.330;-146.080140;73.453635;109.0;Inuvik
23;9135;1619.721436;2026-01-06;01:17:05.330;-146.180781;73.395155;109.0;Inuvik
24;9135;1620.721436;2026-01-06;01:17:06.330;-146.280735;73.336626;109.0;Inuvik
25;9135;1621.721436;2026-01-06;01:17:07.330;-146.380121;73.278064;109.0;Inuvik
26;9135;1622.721436;2026-01-06;01:17:08.330;-146.478855;73.219457;109.0;Inuvik
27;9135;1623.721436;2026-01-06;01:17:09.330;-146.576921;73.160804;109.0;Inuvik
28;9135;1624.721436;2026-01-06;01:17:10.330;-146.674325;73.102104;109.0;Inuvik
29;9135;1625.721436;2026-01-06;01:17:11.330;-146.771102;73.043362;109.0;Inuvik
30;9135;1626.721436;2026-01-06;01:17:12.330;-146.867335;72.984587;109.0;Inuvik
31;9135;1627.721436;2026-01-06;01:17:13.330;-146.962925;72.925767;109.0;Inuvik
32;9135;1628.721436;2026-01-06;01:17:14.330;-147.057878;72.866903;109.0;Inuvik
33;9135;1629.721436;2026-01-06;01:17:15.330;-147.152199;72.807994;109.0;Inuvik
34;9135;1630.721436;2026-01-06;01:17:16.330;-147.245971;72.749052;109.0;Inuvik
35;9135;1631.721436;2026-01-06;01:17:17.330;-147.339179;72.690072;109.0;Inuvik
36;9135;1632.721436;2026-01-06;01:17:18.330;-147.431773;72.631050;109.0;Inuvik
37;9135;1633.721436;2026-01-06;01:17:19.330;-147.523758;72.571985;109.0;Inuvik
38;9135;1634.721436;2026-01-06;01:17:20.330;-147.615141;72.512879;109.0;Inuvik
39;9135;1635.721436;2026-01-06;01:17:21.330;-147.706050;72.453745;109.0;Inuvik
40;9135;1636.721436;2026-01-06;01:17:22.330;-147.796373;72.394571;109.0;Inuvik
41;9135;1637.721436;2026-01-06;01:17:23.330;-147.886111;72.335356;109.0;Inuvik
42;9135;1638.721436;2026-01-06;01:17:24.330;-147.975267;72.276101;109.0;Inuvik
43;9135;1639.721436;2026-01-06;01:17:25.330;-148.063889;72.216810;109.0;Inuvik
44;9135;1640.721436;2026-01-06;01:17:26.330;-148.152027;72.157490;109.0;Inuvik
45;9135;1641.721436;2026-01-06;01:17:27.330;-148.239600;72.098131;109.0;Inuvik
46;9135;1642.721436;2026-01-06;01:17:28.330;-148.326613;72.038733;109.0;Inuvik
47;9135;1643.721436;2026-01-06;01:17:29.330;-148.413070;71.979297;109.0;Inuvik
48;9135;1644.721436;2026-01-06;01:17:30.330;-148.499064;71.919832;109.0;Inuvik
49;9135;1645.721436;2026-01-06;01:17:31.330;-148.584552;71.860334;109.0;Inuvik
50;9135;1646.721436;2026-01-06;01:17:32.330;-148.669500;71.800799;109.0;Inuvik
51;9135;1647.721436;2026-01-06;01:17:33.330;-148.753912;71.741226;109.0;Inuvik
52;9135;1648.721436;2026-01-06;01:17:34.330;-148.837801;71.681617;109.0;Inuvik
53;9135;1649.721436;2026-01-06;01:17:35.330;-148.921280;71.621986;109.0;Inuvik
54;9135;1650.721436;2026-01-06;01:17:36.330;-149.004239;71.562318;109.0;Inuvik
55;9135;1651.721436;2026-01-06;01:17:37.330;-149.086680;71.502615;109.0;Inuvik
56;9135;1652.721436;2026-01-06;01:17:38.330;-149.168609;71.442876;109.0;Inuvik
57;9135;1653.721436;2026-01-06;01:17:39.330;-149.250082;71.383108;109.0;Inuvik
58;9135;1654.721436;2026-01-06;01:17:40.330;-149.331123;71.323313;109.0;Inuvik
59;9135;1655.721436;2026-01-06;01:17:41.330;-149.411665;71.263484;109.0;Inuvik
60;9135;1656.721436;2026-01-06;01:17:42.330;-149.491712;71.203620;109.0;Inuvik
61;9135;1657.721436;2026-01-06;01:17:43.330;-149.571268;71.143723;109.0;Inuvik
62;9135;1658.721436;2026-01-06;01:17:44.330;-149.650435;71.083803;109.0;Inuvik
63;9135;1659.721436;2026-01-06;01:17:45.330;-149.729145;71.023852;109.0;Inuvik
64;9135;1660.721436;2026-01-06;01:17:46.330;-149.807377;70.963869;109.0;Inuvik
65;9135;1661.721436;2026-01-06;01:17:47.330;-149.885136;70.903852;109.0;Inuvik
66;9135;1662.721436;2026-01-06;01:17:48.330;-149.962444;70.843806;109.0;Inuvik
67;9135;1663.721436;2026-01-06;01:17:49.330;-150.039387;70.783738;109.0;Inuvik
68;9135;1664.721436;2026-01-06;01:17:50.330;-150.115869;70.723639;109.0;Inuvik
69;9135;1665.721436;2026-01-06;01:17:51.330;-150.191892;70.663508;109.0;Inuvik
70;9135;1666.721436;2026-01-06;01:17:52.330;-150.267463;70.603345;109.0;Inuvik
71;9135;1667.721436;2026-01-06;01:17:53.330;-150.342646;70.543159;109.0;Inuvik
72;9135;1668.721436;2026-01-06;01:17:54.330;-150.417438;70.482948;109.0;Inuvik
73;9135;1669.721436;2026-01-06;01:17:55.330;-150.491788;70.422707;109.0;Inuvik
74;9135;1670.721436;2026-01-06;01:17:56.330;-150.565699;70.362435;109.0;Inuvik
75;9135;1671.721436;2026-01-06;01:17:57.330;-150.639176;70.302133;109.0;Inuvik
76;9135;1672.721436;2026-01-06;01:17:58.330;-150.712326;70.241813;109.0;Inuvik
77;9135;1673.721436;2026-01-06;01:17:59.330;-150.785060;70.181465;109.0;Inuvik
78;9135;1674.721436;2026-01-06;01:18:00.330;-150.857370;70.121088;109.0;Inuvik
79;9135;1675.721436;2026-01-06;01:18:01.330;-150.929260;70.060681;109.0;Inuvik
80;9135;1676.721436;2026-01-06;01:18:02.330;-151.000763;70.000250;109.0;Inuvik
81;9135;1677.721436;2026-01-06;01:18:03.330;-151.071937;69.939799;109.0;Inuvik
82;9135;1678.721436;2026-01-06;01:18:04.330;-151.142700;69.879320;109.0;Inuvik
83;9135;1679.721436;2026-01-06;01:18:05.330;-151.213057;69.818812;109.0;Inuvik
84;9135;1680.721436;2026-01-06;01:18:06.330;-151.283011;69.758277;109.0;Inuvik
85;9135;1681.721436;2026-01-06;01:18:07.330;-151.352636;69.697723;109.0;Inuvik
86;9135;1682.721436;2026-01-06;01:18:08.330;-151.421906;69.637145;109.0;Inuvik
87;9135;1683.721436;2026-01-06;01:18:09.330;-151.490782;69.576540;109.0;Inuvik
88;9135;1684.721436;2026-01-06;01:18:10.330;-151.559268;69.515909;109.0;Inuvik
89;9135;1685.721436;2026-01-06;01:18:11.330;-151.627367;69.455251;109.0;Inuvik
90;9135;1686.721436;2026-01-06;01:18:12.330;-151.695193;69.394578;109.0;Inuvik
91;9135;1687.721436;2026-01-06;01:18:13.330;-151.762638;69.333879;109.0;Inuvik
92;9135;1688.721436;2026-01-06;01:18:14.330;-151.829706;69.273154;109.0;Inuvik
93;9135;1689.721436;2026-01-06;01:18:15.330;-151.896398;69.212404;109.0;Inuvik
94;9135;1690.721436;2026-01-06;01:18:16.330;-151.962760;69.151632;109.0;Inuvik
95;9135;1691.721436;2026-01-06;01:18:17.330;-152.028822;69.090842;109.0;Inuvik
96;9135;1692.721436;2026-01-06;01:18:18.330;-152.094518;69.030027;109.0;Inuvik
97;9135;1693.721436;2026-01-06;01:18:19.330;-152.159851;68.969187;109.0;Inuvik
98;9135;1694.721436;2026-01-06;01:18:20.330;-152.224824;68.908322;109.0;Inuvik
99;9135;1695.721436;2026-01-06;01:18:21.330;-152.289521;68.847441;109.0;Inuvik
100;9135;1696.721436;2026-01-06;01:18:22.330;-152.353891;68.786539;109.0;Inuvik
101;9135;1697.721436;2026-01-06;01:18:23.330;-152.417909;68.725613;109.0;Inuvik
102;9135;1698.721436;2026-01-06;01:18:24.330;-152.481579;68.664662;109.0;Inuvik
103;9135;1699.721436;2026-01-06;01:18:25.330;-152.544914;68.603689;109.0;Inuvik
104;9135;1700.721436;2026-01-06;01:18:26.330;-152.608002;68.542703;109.0;Inuvik
105;9135;1701.721436;2026-01-06;01:18:27.330;-152.670748;68.481693;109.0;Inuvik
106;9135;1702.721436;2026-01-06;01:18:28.330;-152.733157;68.420660;109.0;Inuvik
107;9135;1703.721436;2026-01-06;01:18:29.330;-152.795230;68.359604;109.0;Inuvik
108;9135;1704.721436;2026-01-06;01:18:30.330;-152.857021;68.298530;109.0;Inuvik
109;9135;1705.572050;2026-01-06;01:18:31.181;-152.909368;68.246567;109.0;Inuvik
0;9149;1665.937699;2026-01-06;22:53:29.012;-114.115729;70.650499;120.0;Inuvik
1;9149;1666.937699;2026-01-06;22:53:30.012;-114.191202;70.590330;120.0;Inuvik
2;9149;1667.937699;2026-01-06;22:53:31.012;-114.266313;70.530140;120.0;Inuvik
3;9149;1668.937699;2026-01-06;22:53:32.012;-114.341009;70.469923;120.0;Inuvik
4;9149;1669.937699;2026-01-06;22:53:33.012;-114.415264;70.409675;120.0;Inuvik
5;9149;1670.937699;2026-01-06;22:53:34.012;-114.489081;70.349396;120.0;Inuvik
6;9149;1671.937699;2026-01-06;22:53:35.012;-114.562478;70.289090;120.0;Inuvik
7;9149;1672.937699;2026-01-06;22:53:36.012;-114.635547;70.228765;120.0;Inuvik
8;9149;1673.937699;2026-01-06;22:53:37.012;-114.708189;70.168410;120.0;Inuvik
9;9149;1674.937699;2026-01-06;22:53:38.012;-114.780408;70.108027;120.0;Inuvik
10;9149;1675.937699;2026-01-06;22:53:39.012;-114.852207;70.047614;120.0;Inuvik
11;9149;1676.937699;2026-01-06;22:53:40.012;-114.923645;69.987179;120.0;Inuvik
12;9149;1677.937699;2026-01-06;22:53:41.012;-114.994730;69.926722;120.0;Inuvik
13;9149;1678.937699;2026-01-06;22:53:42.012;-115.065405;69.866237;120.0;Inuvik
14;9149;1679.937699;2026-01-06;22:53:43.012;-115.135675;69.805723;120.0;Inuvik
15;9149;1680.937699;2026-01-06;22:53:44.012;-115.205541;69.745182;120.0;Inuvik
16;9149;1681.937699;2026-01-06;22:53:45.012;-115.275105;69.684624;120.0;Inuvik
17;9149;1682.937699;2026-01-06;22:53:46.012;-115.344290;69.624041;120.0;Inuvik
18;9149;1683.937699;2026-01-06;22:53:47.012;-115.413081;69.563430;120.0;Inuvik
19;9149;1684.937699;2026-01-06;22:53:48.012;-115.481483;69.502793;120.0;Inuvik
20;9149;1685.937699;2026-01-06;22:53:49.012;-115.549523;69.442132;120.0;Inuvik
21;9149;1686.937699;2026-01-06;22:53:50.012;-115.617266;69.381453;120.0;Inuvik
22;9149;1687.937699;2026-01-06;22:53:51.012;-115.684630;69.320749;120.0;Inuvik
23;9149;1688.937699;2026-01-06;22:53:52.012;-115.751615;69.260018;120.0;Inuvik
24;9149;1689.937699;2026-01-06;22:53:53.012;-115.818227;69.199262;120.0;Inuvik
25;9149;1690.937699;2026-01-06;22:53:54.012;-115.884533;69.138487;120.0;Inuvik
26;9149;1691.937699;2026-01-06;22:53:55.012;-115.950516;69.077692;120.0;Inuvik
27;9149;1692.937699;2026-01-06;22:53:56.012;-116.016133;69.016872;120.0;Inuvik
28;9149;1693.937699;2026-01-06;22:53:57.012;-116.081388;68.956026;120.0;Inuvik
29;9149;1694.937699;2026-01-06;22:53:58.012;-116.146284;68.895156;120.0;Inuvik
30;9149;1695.937699;2026-01-06;22:53:59.012;-116.210927;68.834273;120.0;Inuvik
31;9149;1696.937699;2026-01-06;22:54:00.012;-116.275220;68.773365;120.0;Inuvik
32;9149;1697.937699;2026-01-06;22:54:01.012;-116.339163;68.712434;120.0;Inuvik
33;9149;1698.937699;2026-01-06;22:54:02.012;-116.402758;68.651478;120.0;Inuvik
34;9149;1699.937699;2026-01-06;22:54:03.012;-116.466042;68.590502;120.0;Inuvik
35;9149;1700.937699;2026-01-06;22:54:04.012;-116.529055;68.529511;120.0;Inuvik
36;9149;1701.937699;2026-01-06;22:54:05.012;-116.591728;68.468496;120.0;Inuvik
37;9149;1702.937699;2026-01-06;22:54:06.012;-116.654064;68.407458;120.0;Inuvik
38;9149;1703.937699;2026-01-06;22:54:07.012;-116.716065;68.346396;120.0;Inuvik
39;9149;1704.937699;2026-01-06;22:54:08.012;-116.777808;68.285320;120.0;Inuvik
40;9149;1705.937699;2026-01-06;22:54:09.012;-116.839252;68.224224;120.0;Inuvik
41;9149;1706.937699;2026-01-06;22:54:10.012;-116.900370;68.163106;120.0;Inuvik
42;9149;1707.937699;2026-01-06;22:54:11.012;-116.961163;68.101965;120.0;Inuvik
43;9149;1708.937699;2026-01-06;22:54:12.012;-117.021641;68.040803;120.0;Inuvik
44;9149;1709.937699;2026-01-06;22:54:13.012;-117.081896;67.979630;120.0;Inuvik
45;9149;1710.937699;2026-01-06;22:54:14.012;-117.141835;67.918434;120.0;Inuvik
46;9149;1711.937699;2026-01-06;22:54:15.012;-117.201458;67.857217;120.0;Inuvik
47;9149;1712.937699;2026-01-06;22:54:16.012;-117.260770;67.795978;120.0;Inuvik
48;9149;1713.937699;2026-01-06;22:54:17.012;-117.319816;67.734722;120.0;Inuvik
49;9149;1714.937699;2026-01-06;22:54:18.012;-117.378612;67.673452;120.0;Inuvik
50;9149;1715.937699;2026-01-06;22:54:19.012;-117.437104;67.612160;120.0;Inuvik
51;9149;1716.937699;2026-01-06;22:54:20.012;-117.495292;67.550848;120.0;Inuvik
52;9149;1717.937699;2026-01-06;22:54:21.012;-117.553179;67.489514;120.0;Inuvik
53;9149;1718.937699;2026-01-06;22:54:22.012;-117.610850;67.428169;120.0;Inuvik
54;9149;1719.937699;2026-01-06;22:54:23.012;-117.668244;67.366805;120.0;Inuvik
55;9149;1720.937699;2026-01-06;22:54:24.012;-117.725344;67.305421;120.0;Inuvik
56;9149;1721.937699;2026-01-06;22:54:25.012;-117.782153;67.244017;120.0;Inuvik
57;9149;1722.937699;2026-01-06;22:54:26.012;-117.838689;67.182595;120.0;Inuvik
58;9149;1723.937699;2026-01-06;22:54:27.012;-117.895020;67.121161;120.0;Inuvik
59;9149;1724.937699;2026-01-06;22:54:28.012;-117.951066;67.059708;120.0;Inuvik
60;9149;1725.937699;2026-01-06;22:54:29.012;-118.006829;66.998235;120.0;Inuvik
61;9149;1726.937699;2026-01-06;22:54:30.012;-118.062311;66.936743;120.0;Inuvik
62;9149;1727.937699;2026-01-06;22:54:31.012;-118.117567;66.875237;120.0;Inuvik
63;9149;1728.937699;2026-01-06;22:54:32.012;-118.172591;66.813717;120.0;Inuvik
64;9149;1729.937699;2026-01-06;22:54:33.012;-118.227340;66.752177;120.0;Inuvik
65;9149;1730.937699;2026-01-06;22:54:34.012;-118.281816;66.690619;120.0;Inuvik
66;9149;1731.937699;2026-01-06;22:54:35.012;-118.336021;66.629042;120.0;Inuvik
67;9149;1732.937699;2026-01-06;22:54:36.012;-118.390046;66.567456;120.0;Inuvik
68;9149;1733.937699;2026-01-06;22:54:37.012;-118.443813;66.505852;120.0;Inuvik
69;9149;1734.937699;2026-01-06;22:54:38.012;-118.497314;66.444230;120.0;Inuvik
70;9149;1735.937699;2026-01-06;22:54:39.012;-118.550552;66.382589;120.0;Inuvik
71;9149;1736.937699;2026-01-06;22:54:40.012;-118.603555;66.320933;120.0;Inuvik
72;9149;1737.937699;2026-01-06;22:54:41.012;-118.656369;66.259267;120.0;Inuvik
73;9149;1738.937699;2026-01-06;22:54:42.012;-118.708924;66.197582;120.0;Inuvik
74;9149;1739.937699;2026-01-06;22:54:43.012;-118.761224;66.135880;120.0;Inuvik
75;9149;1740.937699;2026-01-06;22:54:44.012;-118.813269;66.074160;120.0;Inuvik
76;9149;1741.937699;2026-01-06;22:54:45.012;-118.865125;66.012430;120.0;Inuvik
77;9149;1742.937699;2026-01-06;22:54:46.012;-118.916763;65.950685;120.0;Inuvik
78;9149;1743.937699;2026-01-06;22:54:47.012;-118.968153;65.888923;120.0;Inuvik
79;9149;1744.937699;2026-01-06;22:54:48.012;-119.019296;65.827144;120.0;Inuvik
80;9149;1745.937699;2026-01-06;22:54:49.012;-119.070195;65.765348;120.0;Inuvik
81;9149;1746.937699;2026-01-06;22:54:50.012;-119.120943;65.703544;120.0;Inuvik
82;9149;1747.937699;2026-01-06;22:54:51.012;-119.171449;65.641724;120.0;Inuvik
83;9149;1748.937699;2026-01-06;22:54:52.012;-119.221716;65.579887;120.0;Inuvik
84;9149;1749.937699;2026-01-06;22:54:53.012;-119.271743;65.518034;120.0;Inuvik
85;9149;1750.937699;2026-01-06;22:54:54.012;-119.321571;65.456168;120.0;Inuvik
86;9149;1751.937699;2026-01-06;22:54:55.012;-119.371220;65.394291;120.0;Inuvik
87;9149;1752.937699;2026-01-06;22:54:56.012;-119.420635;65.332398;120.0;Inuvik
88;9149;1753.937699;2026-01-06;22:54:57.012;-119.469819;65.270490;120.0;Inuvik
89;9149;1754.937699;2026-01-06;22:54:58.012;-119.518772;65.208565;120.0;Inuvik
90;9149;1755.937699;2026-01-06;22:54:59.012;-119.567566;65.146631;120.0;Inuvik
91;9149;1756.937699;2026-01-06;22:55:00.012;-119.616156;65.084683;120.0;Inuvik
92;9149;1757.937699;2026-01-06;22:55:01.012;-119.664520;65.022720;120.0;Inuvik
93;9149;1758.937699;2026-01-06;22:55:02.012;-119.712660;64.960742;120.0;Inuvik
94;9149;1759.937699;2026-01-06;22:55:03.012;-119.760588;64.898749;120.0;Inuvik
95;9149;1760.937699;2026-01-06;22:55:04.012;-119.808375;64.836749;120.0;Inuvik
96;9149;1761.937699;2026-01-06;22:55:05.012;-119.855943;64.774733;120.0;Inuvik
97;9149;1762.937699;2026-01-06;22:55:06.012;-119.903293;64.712702;120.0;Inuvik
98;9149;1763.937699;2026-01-06;22:55:07.012;-119.950426;64.650657;120.0;Inuvik
99;9149;1764.937699;2026-01-06;22:55:08.012;-119.997388;64.588600;120.0;Inuvik
100;9149;1765.937699;2026-01-06;22:55:09.012;-120.044182;64.526534;120.0;Inuvik
101;9149;1766.937699;2026-01-06;22:55:10.012;-120.090764;64.464452;120.0;Inuvik
102;9149;1767.937699;2026-01-06;22:55:11.012;-120.137135;64.402356;120.0;Inuvik
103;9149;1768.937699;2026-01-06;22:55:12.012;-120.183297;64.340245;120.0;Inuvik
104;9149;1769.937699;2026-01-06;22:55:13.012;-120.229327;64.278128;120.0;Inuvik
105;9149;1770.937699;2026-01-06;22:55:14.012;-120.275163;64.215997;120.0;Inuvik
106;9149;1771.937699;2026-01-06;22:55:15.012;-120.320793;64.153852;120.0;Inuvik
107;9149;1772.937699;2026-01-06;22:55:16.012;-120.366220;64.091692;120.0;Inuvik
108;9149;1773.937699;2026-01-06;22:55:17.012;-120.411464;64.029521;120.0;Inuvik
109;9149;1774.937699;2026-01-06;22:55:18.012;-120.456575;63.967342;120.0;Inuvik
110;9149;1775.937699;2026-01-06;22:55:19.012;-120.501486;63.905149;120.0;Inuvik
111;9149;1776.937699;2026-01-06;22:55:20.012;-120.546198;63.842943;120.0;Inuvik
112;9149;1777.937699;2026-01-06;22:55:21.012;-120.590712;63.780722;120.0;Inuvik
113;9149;1778.937699;2026-01-06;22:55:22.012;-120.635083;63.718493;120.0;Inuvik
114;9149;1779.937699;2026-01-06;22:55:23.012;-120.679294;63.656254;120.0;Inuvik
115;9149;1780.937699;2026-01-06;22:55:24.012;-120.723311;63.594001;120.0;Inuvik
116;9149;1781.937699;2026-01-06;22:55:25.012;-120.767136;63.531735;120.0;Inuvik
117;9149;1782.937699;2026-01-06;22:55:26.012;-120.810770;63.469455;120.0;Inuvik
118;9149;1783.937699;2026-01-06;22:55:27.012;-120.854297;63.407171;120.0;Inuvik
119;9149;1784.937699;2026-01-06;22:55:28.012;-120.897639;63.344873;120.0;Inuvik
120;9149;1785.828075;2026-01-06;22:55:28.902;-120.936071;63.289394;120.0;Inuvik
0;9150;1585.758516;2026-01-07;00:24:41.509;-129.390765;75.352860;209.0;Inuvik
1;9150;1586.758516;2026-01-07;00:24:42.509;-129.517258;75.296157;209.0;Inuvik
2;9150;1587.758516;2026-01-07;00:24:43.509;-129.642799;75.239385;209.0;Inuvik
3;9150;1588.758516;2026-01-07;00:24:44.509;-129.767443;75.182551;209.0;Inuvik
4;9150;1589.758516;2026-01-07;00:24:45.509;-129.891259;75.125664;209.0;Inuvik
5;9150;1590.758516;2026-01-07;00:24:46.509;-130.014152;75.068712;209.0;Inuvik
6;9150;1591.758516;2026-01-07;00:24:47.509;-130.136132;75.011694;209.0;Inuvik
7;9150;1592.758516;2026-01-07;00:24:48.509;-130.257208;74.954611;209.0;Inuvik
8;9150;1593.758516;2026-01-07;00:24:49.509;-130.377486;74.897478;209.0;Inuvik
9;9150;1594.758516;2026-01-07;00:24:50.509;-130.496927;74.840287;209.0;Inuvik
10;9150;1595.758516;2026-01-07;00:24:51.509;-130.615491;74.783034;209.0;Inuvik
11;9150;1596.758516;2026-01-07;00:24:52.509;-130.733186;74.725719;209.0;Inuvik
12;9150;1597.758516;2026-01-07;00:24:53.509;-130.850027;74.668344;209.0;Inuvik
13;9150;1598.758516;2026-01-07;00:24:54.509;-130.966155;74.610926;209.0;Inuvik
14;9150;1599.758516;2026-01-07;00:24:55.509;-131.081441;74.553448;209.0;Inuvik
15;9150;1600.758516;2026-01-07;00:24:56.509;-131.195892;74.495911;209.0;Inuvik
16;9150;1601.758516;2026-01-07;00:24:57.509;-131.309517;74.438316;209.0;Inuvik
17;9150;1602.758516;2026-01-07;00:24:58.509;-131.422382;74.380670;209.0;Inuvik
18;9150;1603.758516;2026-01-07;00:24:59.509;-131.534521;74.322977;209.0;Inuvik
19;9150;1604.758516;2026-01-07;00:25:00.509;-131.645858;74.265227;209.0;Inuvik
20;9150;1605.758516;2026-01-07;00:25:01.509;-131.756401;74.207422;209.0;Inuvik
21;9150;1606.758516;2026-01-07;00:25:02.509;-131.866158;74.149560;209.0;Inuvik
22;9150;1607.758516;2026-01-07;00:25:03.509;-131.975244;74.091658;209.0;Inuvik
23;9150;1608.758516;2026-01-07;00:25:04.509;-132.083591;74.033705;209.0;Inuvik
24;9150;1609.758516;2026-01-07;00:25:05.509;-132.191175;73.975698;209.0;Inuvik
25;9150;1610.758516;2026-01-07;00:25:06.509;-132.298002;73.917638;209.0;Inuvik
26;9150;1611.758516;2026-01-07;00:25:07.509;-132.404100;73.859527;209.0;Inuvik
27;9150;1612.758516;2026-01-07;00:25:08.509;-132.509575;73.801379;209.0;Inuvik
28;9150;1613.758516;2026-01-07;00:25:09.509;-132.614315;73.743180;209.0;Inuvik
29;9150;1614.758516;2026-01-07;00:25:10.509;-132.718328;73.684929;209.0;Inuvik
30;9150;1615.758516;2026-01-07;00:25:11.509;-132.821620;73.626628;209.0;Inuvik
31;9150;1616.758516;2026-01-07;00:25:12.509;-132.924269;73.568285;209.0;Inuvik
32;9150;1617.758516;2026-01-07;00:25:13.509;-133.026278;73.509901;209.0;Inuvik
33;9150;1618.758516;2026-01-07;00:25:14.509;-133.127586;73.451467;209.0;Inuvik
34;9150;1619.758516;2026-01-07;00:25:15.509;-133.228201;73.392985;209.0;Inuvik
35;9150;1620.758516;2026-01-07;00:25:16.509;-133.328130;73.334455;209.0;Inuvik
36;9150;1621.758516;2026-01-07;00:25:17.509;-133.427496;73.275892;209.0;Inuvik
37;9150;1622.758516;2026-01-07;00:25:18.509;-133.526205;73.217283;209.0;Inuvik
38;9150;1623.758516;2026-01-07;00:25:19.509;-133.624246;73.158628;209.0;Inuvik
39;9150;1624.758516;2026-01-07;00:25:20.509;-133.721626;73.099927;209.0;Inuvik
40;9150;1625.758516;2026-01-07;00:25:21.509;-133.818384;73.041183;209.0;Inuvik
41;9150;1626.758516;2026-01-07;00:25:22.509;-133.914593;72.982407;209.0;Inuvik
42;9150;1627.758516;2026-01-07;00:25:23.509;-134.010159;72.923585;209.0;Inuvik
43;9150;1628.758516;2026-01-07;00:25:24.509;-134.105088;72.864719;209.0;Inuvik
44;9150;1629.758516;2026-01-07;00:25:25.509;-134.199386;72.805809;209.0;Inuvik
45;9150;1630.758516;2026-01-07;00:25:26.509;-134.293140;72.746865;209.0;Inuvik
46;9150;1631.758516;2026-01-07;00:25:27.509;-134.386325;72.687884;209.0;Inuvik
47;9150;1632.758516;2026-01-07;00:25:28.509;-134.478896;72.628860;209.0;Inuvik
48;9150;1633.758516;2026-01-07;00:25:29.509;-134.570859;72.569794;209.0;Inuvik
49;9150;1634.758516;2026-01-07;00:25:30.509;-134.662220;72.510686;209.0;Inuvik
50;9150;1635.758516;2026-01-07;00:25:31.509;-134.753111;72.451551;209.0;Inuvik
51;9150;1636.758516;2026-01-07;00:25:32.509;-134.843413;72.392376;209.0;Inuvik
52;9150;1637.758516;2026-01-07;00:25:33.509;-134.933129;72.333159;209.0;Inuvik
53;9150;1638.758516;2026-01-07;00:25:34.509;-135.022264;72.273903;209.0;Inuvik
54;9150;1639.758516;2026-01-07;00:25:35.509;-135.110869;72.214611;209.0;Inuvik
55;9150;1640.758516;2026-01-07;00:25:36.509;-135.198986;72.155290;209.0;Inuvik
56;9150;1641.758516;2026-01-07;00:25:37.509;-135.286538;72.095929;209.0;Inuvik
57;9150;1642.758516;2026-01-07;00:25:38.509;-135.373530;72.036530;209.0;Inuvik
58;9150;1643.758516;2026-01-07;00:25:39.509;-135.459967;71.977092;209.0;Inuvik
59;9150;1644.758516;2026-01-07;00:25:40.509;-135.545946;71.917626;209.0;Inuvik
60;9150;1645.758516;2026-01-07;00:25:41.509;-135.631414;71.858127;209.0;Inuvik
61;9150;1646.758516;2026-01-07;00:25:42.509;-135.716341;71.798590;209.0;Inuvik
62;9150;1647.758516;2026-01-07;00:25:43.509;-135.800734;71.739016;209.0;Inuvik
63;9150;1648.758516;2026-01-07;00:25:44.509;-135.884607;71.679407;209.0;Inuvik
64;9150;1649.758516;2026-01-07;00:25:45.509;-135.968068;71.619774;209.0;Inuvik
